LOCATION,LOCATION2,PKEY,PKEY0,FRAMENUM,FRAMENUM0,SXFRAME,BARCODE,QUANTITY,MANUFACT,MODEL,FCOLOUR,SIZE,FRDESC,LOCATION3,STKTAKE,CHANGE,QTYAPPRO,QTY3,SUPBARCODE,ISTOCKCODE,SUPPLIER,SUPPLIER2,FRAMETYPE,FRAMEGROUP,TEMPLE,DEPTH,DIAG,BASECURVE,SUNGRX,FROTHER,FROTHER2,REORDDATE,REORDER,REORDQTY,RRP,EXLISTPR,LISTPRICE,EXCOSTPR,COSTPRICE,EXPREVCOST,PREVCOST,EXAVGCOST,AVGCOST,DPRECOST,DPREEXCOST,WSALEET,WSALEIT,APPORDER,LASTSALE2,LASTSALE,FIRSTPUR,LASTPUR,RETURNBY,DQTY,REFRESH,LASTINV,DISPC,TAXPC,FRSTATUS,FRSTATUS2,QTYONORDER,QTYONAPPRO,PHOTOEXT,PHOTONAME,LIFESTYLE,LIFECYCLE,RELEASE,AVAILFROM,AVAILTILL,FRANGE,SPH1,SPH2,CYL1,CYL2,MINPD,BASEC,SRVCHARGE,EXLISTSRV,LISTSRV,EXRRPSRV,RRPSRV,MODKEY,ORDERAGAIN,PROSUPPLY,PSSUPFIT,PSCREATED,PSUPDATEAT,USER,MODIFIED,DELFLAG,XFER,PROVISION,PVINACTIVE,LOGSTR,FGID,SUPSTATUS,LLABORDER,LDOWNLOAD,UUID,NOTE,PHOTO
OPT,,194338,,ESS000138,,,10236,2,2.5 NVG,OG 10,02,55-16,,, , ,0,0,,,ESS,,MS,F,145,38,58,, ,, ,/  /,0,0,80,11.85,13.04,11.85,13.04,11.85,13.04,11.85,13.04,0,0,0,0,0,45440,45443,45215,45222,/  /,0, ,,0,10,PO,DS,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45443.48582, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194343,,ESS000143,,,10241,2,2.5 NVG,OG 30,2020,49-19,,, , ,0,0,,,ESS,,US,F,140,44,49,, ,, ,/  /,0,0,80,17,18.7,17,18.7,17,18.7,17,18.7,0,0,0,0,0,45412,45460,45215,45222,/  /,0, ,,0,10,PO,DS,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45460.44009, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194341,,ESS000141,,,10239,2,2.5 NVG,OGH 318,0202,60-20,,, , ,0,0,,,ESS,,MM,F,145,50,65,, ,, ,/  /,0,0,80,11.85,13.04,11.85,13.04,11.85,13.04,11.85,13.04,0,0,0,0,0,45334,45421,45215,45222,/  /,0, ,,0,10,PO,DS,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45421.62638, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194340,,ESS000140,,,10238,2,2.5 NVG,OGH 319,0909,58-20,,, , ,0,0,,,ESS,,MM,F,145,44,63,, ,, ,/  /,0,0,80,11.85,13.04,11.85,13.04,11.85,13.04,11.85,13.04,0,0,0,0,0,/  /,45335,45215,45222,/  /,0, ,,0,10,PO,DS,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45335.62627, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194350,,ESS000150,,,10248,2,2.5 NVG,OPH 101,0505,52-16,,, , ,0,0,,,ESS,,US,F,140,37,53,, ,, ,/  /,0,0,80,17,18.7,17,18.7,17,18.7,17,18.7,0,0,0,0,0,45334,45371,45215,45222,/  /,0, ,,0,10,PO,DS,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45371.43229, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194346,,ESS000146,,,10244,2,2.5 NVG,OPH 103,02,52-17,,, , ,0,0,,,ESS,,BM,F,135,31,54,, ,, ,/  /,0,0,80,17,18.7,17,18.7,17,18.7,17,18.7,0,0,0,0,0,45335,45335,45215,45222,/  /,0, ,,0,10,PO,DS,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45335.68228, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194349,,ESS000149,,,10247,2,2.5 NVG,OPH 104,05,53-16,,, , ,0,0,,,ESS,,US,F,140,32,54,, ,, ,/  /,0,0,80,17,18.7,17,18.7,17,18.7,17,18.7,0,0,0,0,0,45489,45523,45215,45222,/  /,0, ,,0,10,PO,DS,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45523.50446, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194352,,ESS000152,,,10250,2,2.5 NVG,OPH 200,0606,53-17,,, , ,0,0,,,ESS,,US,F,135,34,54,, ,, ,/  /,0,0,80,17,18.7,17,18.7,17,18.7,17,18.7,0,0,0,0,0,45413,45413,45215,45222,/  /,0, ,,0,10,PO,DS,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45413.52677, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194348,,ESS000148,,,10246,2,2.5 NVG,OPH 202,07,50-15,,, , ,0,0,,,ESS,,US,F,135,30,50,, ,, ,/  /,0,0,80,17,18.7,17,18.7,17,18.7,17,18.7,0,0,0,0,0,45335,45335,45215,45222,/  /,0, ,,0,10,PO,DS,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45335.66894, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194339,,ESS000139,,,10237,1,2.5 NVG,OPH 305,01,57-16,,, , ,0,0,,,ESS,,MS,F,145,39,61,, ,, ,/  /,0,0,80,11.85,13.04,11.85,13.04,11.85,13.04,11.85,13.04,0,0,0,0,0,45413,45414,45215,45222,/  /,0, ,,0,10,PO,DS,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45414.55177, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194345,,ESS000145,,,10243,2,2.5 NVG,OPH 306,0202,48-23,,, , ,0,0,,,ESS,,UM,F,145,44,49,, ,, ,/  /,0,0,80,17,18.7,17,18.7,17,18.7,17,18.7,0,0,0,0,0,45419,45454,45215,45222,/  /,0, ,,0,10,PO,DS,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45454.58951, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194344,,ESS000144,,,10242,5,2.5 NVG,OPH 306,306,48-23,,, , ,0,0,,,ESS,,UM,F,145,44,48,, ,, ,/  /,0,0,80,17,18.7,17,18.7,17,18.7,17,18.7,0,0,0,0,0,/  /,45224,45215,45394,/  /,0, ,,0,10,PO,DS,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45224.69058, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194347,,ESS000147,,,10245,2,2.5 NVG,OPH 311,0209,49-20,,, , ,0,0,,,ESS,,UM,F,146,45,50,, ,, ,/  /,0,0,80,17,18.7,17,18.7,17,18.7,17,18.7,0,0,0,0,0,45426,45435,45215,45222,/  /,0, ,,0,10,PO,DS,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45435.5477, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194342,,ESS000142,,,10240,2,2.5 NVG,OPH201,0205,52-16,,, , ,0,0,,,ESS,,MM,F,135,37,52,, ,, ,/  /,0,0,80,17,18.7,17,18.7,17,18.7,17,18.7,0,0,0,0,0,45335,45335,45215,45222,/  /,0, ,,0,10,PO,DS,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45335.64233, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198200,,ESS000159,,,10672,1,2.5 NVG,R2C AM 010,TOR,51-19,,, , ,0,0,,,ESS,,MM,F,140,31,,, ,, ,/  /,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/  /,/  /,45749,45749,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198201,,ESS000160,,,10673,1,2.5 NVG,R2C AM 015,BLK,51-19,,, , ,0,0,,,ESS,,MM,F,140,31,51,, ,, ,/  /,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/  /,/  /,45749,45749,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198199,,ESS000158,,,10671,1,2.5 NVG,R2C CF 005,BLK,50-19,,, , ,0,0,,,ESS,,MM,F,140,28,50,, ,, ,/  /,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/  /,/  /,45749,45749,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,197711,,OPQ001323,,,10492,1,Aiko,2201,C,52-19,,, , ,0,0,,,OPQ,,US,F,138,36,49,, ,, ,/  /,0,0,190,97.5,107.25,87.75,96.53,87.75,96.53,87.75,96.53,0,0,0,0,0,/  /,/  /,45448,45448,/  /,0, ,493835,10,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,197713,,OPQ001325,,,10494,1,Aiko,2202,B,45-21,,, , ,0,0,,,OPQ,,US,F,138,40,44,, ,, ,/  /,0,0,290,97.5,107.25,87.75,96.53,87.75,96.53,87.75,96.53,0,0,0,0,0,/  /,/  /,45448,45448,/  /,0, ,493835,10,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,197708,,OPQ001320,,,10489,1,Aiko,2204,C,45-23,,, , ,0,0,,,OPQ,,MM,F,145,38,44,, ,, ,/  /,0,0,290,97.5,107.25,87.75,96.53,87.75,96.53,87.75,96.53,0,0,0,0,0,/  /,/  /,45448,45448,/  /,0, ,493835,10,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,197715,,OPQ001327,,,10496,1,Aiko,2205,A,54-17,,, , ,0,0,,,OPQ,,US,F,140,46,57,, ,, ,/  /,0,0,290,97.5,107.25,87.75,96.53,87.75,96.53,87.75,96.53,0,0,0,0,0,/  /,/  /,45448,45448,/  /,0, ,493835,10,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,197706,,OPQ001319,,,10488,1,Aiko,2206,C,53-18,,, , ,0,0,,,OPQ,,MM,F,140,38,55,, ,, ,/  /,0,0,290,97.5,107.25,87.75,96.53,87.75,96.53,87.75,96.53,0,0,0,0,0,/  /,/  /,45448,45448,/  /,0, ,493835,10,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,197712,,OPQ001324,,,10493,1,Aiko,2207,A,56-16,,, , ,0,0,,,OPQ,,MM,F,145,36,57,, ,, ,/  /,0,0,290,97.5,107.25,87.75,96.53,87.75,96.53,87.75,96.53,0,0,0,0,0,/  /,/  /,45448,45448,/  /,0, ,493835,10,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,197710,,OPQ001322,,,10491,1,Aiko,2208,B,56-19,,, , ,0,0,,,OPQ,,MM,F,145,40,58,, ,, ,/  /,0,0,290,97.5,107.25,87.75,96.53,87.75,96.53,87.75,96.53,0,0,0,0,0,/  /,/  /,45448,45448,/  /,0, ,493835,10,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,197709,,OPQ001321,,,10490,1,Aiko,2208,C,56-19,,, , ,0,0,,,OPQ,,MM,F,145,40,58,, ,, ,/  /,0,0,290,97.5,107.25,87.75,96.53,87.75,96.53,87.75,96.53,0,0,0,0,0,/  /,/  /,45448,45448,/  /,0, ,493835,10,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,197716,,OPQ001328,,,10497,1,Aiko,2212,A,46-23,,, , ,0,0,,,OPQ,,US,F,145,42,46,, ,, ,/  /,0,0,290,97.5,107.25,87.75,96.53,87.75,96.53,87.75,96.53,0,0,0,0,0,/  /,/  /,45448,45448,/  /,0, ,493835,10,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,197705,,OPQ001318,,,10487,1,Aiko,2212,B,45-22,,, , ,0,0,,,OPQ,,UM,F,145,41,47,, ,, ,/  /,0,0,290,97.5,107.25,87.75,96.53,87.75,96.53,87.75,96.53,0,0,0,0,0,/  /,/  /,45448,45448,/  /,0, ,493835,10,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,197714,,OPQ001326,,,10495,1,Aiko,2219,B,51-19,,, , ,0,0,,,OPQ,,US,F,135,45,50,, ,, ,/  /,0,0,290,97.5,107.25,87.75,96.53,87.75,96.53,87.75,96.53,0,0,0,0,0,/  /,/  /,45448,45448,/  /,0, ,493835,10,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,197721,,OPQ001329,,,10498,1,Aiko,229,C,56-15,,, , ,0,0,,,OPQ,,MM,F,140,40,57,, ,, ,/  /,0,0,290,97.5,107.25,87.75,96.53,87.75,96.53,87.75,96.53,0,0,0,0,0,/  /,/  /,45448,45448,/  /,0, ,493835,10,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198238,,AUS000850,,,10704,1,ALOHA,VB245,C1,65-18,,, , ,0,0,,,AUS,,LS,F,145,43,57,, ,, ,/  /,0,0,189,32.5,35.75,32.5,35.75,32.5,35.75,32.5,35.75,0,0,0,0,0,/  /,/  /,45796,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198239,,AUS000851,,,10705,1,ALOHA,VB245,C2,56-18,,, , ,0,0,,,AUS,,LS,F,145,47,57,, ,, ,/  /,0,0,189,32.5,35.75,32.5,35.75,32.5,35.75,32.5,35.75,0,0,0,0,0,/  /,/  /,45796,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198242,,AUS000854,,,10708,1,ALOHA,VB246,C1,53-18,,, , ,0,0,,,AUS,,LS,F,145,47,52,, ,, ,/  /,0,0,189,32.5,35.75,32.5,35.75,32.5,35.75,32.5,35.75,0,0,0,0,0,/  /,/  /,45796,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198241,,AUS000853,,,10707,1,ALOHA,VB246,C2,53-18,,, , ,0,0,,,AUS,,LS,F,145,47,52,, ,, ,/  /,0,0,189,32.5,35.75,32.5,35.75,32.5,35.75,32.5,35.75,0,0,0,0,0,/  /,/  /,45796,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198240,,AUS000852,,,10706,2,ALOHA,VB246,C3,53-18,,, , ,0,0,,,AUS,,LS,F,145,47,52,, ,, ,/  /,0,0,189,32.5,35.75,32.5,35.75,32.5,35.75,32.5,35.75,0,0,0,0,0,/  /,/  /,45796,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198243,,AUS000855,,,10709,1,ALOHA,VB247,5219145,52-19,,, , ,0,0,,,AUS,,LS,F,145,44,52,, ,, ,/  /,0,0,189,32.5,35.75,32.5,35.75,32.5,35.75,32.5,35.75,0,0,0,0,0,/  /,/  /,45796,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,161444,,BON000218,,,08967,3,AOA,8160,C3,52-17,,, , ,0,0,,,BON,,LM, ,140,36,52,, ,, ,/  /,0,0,169,20,22,20,22,20,22,20,22,0,0,0,0,0,/  /,43913,43788,45320,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,43913.65295, ,/  /       :  :, , ,,,,F,F,,,
OPT,,161443,,BON000217,,,08966,1,AOA,8162,C2,55-17,,, , ,0,0,,,BON,,MM, ,140,38,58,, ,, ,/  /,0,0,169,20,22,20,22,20,22,20,22,0,0,0,0,0,/  /,44707,43788,43788,/  /,0, ,844432,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44707.58571, ,/  /       :  :, , ,,,,F,F,,,
OPT,,172007,,BON000279,,,09444,1,AOA,8168,C2,54-16,,, , ,0,0,,,BON,,LR, ,138,43,58,, ,, ,/  /,0,0,269,20,22,20,22,20,22,20,22,0,0,0,0,0,/  /,/  /,44340,44782,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,172008,,BON000280,,,09445,1,AOA,8172,C2,55-18,,, , ,0,0,,,BON,,LR, ,145,40,56,, ,, ,/  /,0,0,269,20,22,20,22,20,22,20,22,0,0,0,0,0,/  /,/  /,44340,44782,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,166854,,BON000252,,,09179,1,AOA,8211,C2,49-17,,, , ,0,0,,,BON,,LS, ,140,34,49,, ,, ,/  /,0,0,169,20,22,20,22,20,22,20,22,0,0,0,0,0,/  /,/  /,44076,44076,/  /,0, ,902711,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,172016,,BON000288,,,09453,1,AOA,8227,C3,53-18,,, , ,0,0,,,BON,,MS, ,145,38,57,, ,, ,/  /,0,0,169,20,22,20,22,20,22,20,22,0,0,0,0,0,/  /,/  /,44340,45222,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,144149,,000000029,,,07781,2,Apollo,1012,62398,50-19,,, , ,0,0,,,,,GS,F,125,26,51,, ,, ,/  /,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,45433,45455,42800,42802,/  /,0, ,,0,10,CO,DE,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45455.41042, ,/  /       :  :, , ,,,,F,F,,,
OPT,FR,143006,,000000025,,,07662,2,Apollo,1013,40193,40-19,,, , ,0,0,,,,,GS,F,125,30,42,, ,, ,/  /,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,44398,44539,42696,45091,/  /,0, ,,0,10,CO,DE,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44539.40561, ,/  /       :  :, , ,,,,F,F,,,
OPT,FR,143009,,000000026,,,07665,3,Apollo,1014,BLUE,43-16,,, , ,0,0,,,,,BS,F,120,25,42,, ,, ,/  /,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,44203,45272,42696,45547,/  /,0, ,,0,10,PO,DE,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45272.53806, ,/  /       :  :, , ,,,,F,F,,,
OPT,FR,71791,,ESS000089,,,04464,1,Apollo,6604,4254,52-18,,, , ,0,0,,,ESS,,MS,F,135,44,56,, ,, ,/  /,0,0,80,26.29,28.92,26.29,28.92,26.29,28.92,26.29,28.92,0,0,0,0,0,45225,45264,41040,44736,/  /,0, ,,0,10,PO,DS,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45264.59082, ,/  /       :  :, , ,,,,F,F,,,
OPT,FR,103771,,000000001,,,05263,2,Apollo,6604,4602,52-18,,, , ,0,0,,,,,MS,F,140,,,, ,, ,/  /,0,0,80,13.8,15.18,13.8,15.18,13.8,15.18,13.8,15.18,0,0,0,0,0,45111,45272,40798,45090,/  /,0, ,,0,10,PO,DE,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45272.49457, ,/  /       :  :, , ,,,,F,F,,,
OPT,,107851,,ESB000006,,,05441,1,Apollo,6605,C4254,52-18,,, , ,0,0,,,,,MS,F,145,48,58,, ,, ,/  /,0,0,80,14.08,15.49,14.08,15.49,14.08,15.49,14.08,15.49,0,0,0,0,0,45161,45161,41054,45547,/  /,0, ,,0,10,PO,DE,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45161.48913, ,/  /       :  :, , ,,,,F,F,,,
OPT,,107850,,ESB000005,,,05440,2,Apollo,6605,C4602,54-18,,, , ,0,0,,,,,MS,F,145,44,58,, ,, ,/  /,0,0,80,14.08,15.49,14.08,15.49,14.08,15.49,14.08,15.49,0,0,0,0,0,45476,45476,41054,45090,/  /,0, ,,0,10,PO,DE,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45476.49359, ,/  /       :  :, , ,,,,F,F,,,
OPT,FR,111661,,ESS000102,,,05831,1,Apollo,6655,Brown,50-22,,, , ,0,0,,,ESS,,MHS,F,140,27,50,, ,, ,/  /,0,0,80,11.85,13.04,11.85,13.04,11.85,13.04,11.85,13.04,0,0,0,0,0,45097,45476,41249,43200,/  /,0, ,,0,10,CO,DE,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45476.49551, ,/  /       :  :, , ,,,,F,F,,,
OPT,FR,111660,,ESS000101,,,05830,1,Apollo,6655,Crystal,50-22,,, , ,0,0,,,ESS,,MHS,F,140,27,50,, ,, ,/  /,0,0,80,26.29,28.92,26.29,28.92,26.29,28.92,26.29,28.92,0,0,0,0,0,44636,45110,41249,43200,/  /,0, ,,0,10,CO,DE,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45110.36271, ,/  /       :  :, , ,,,,F,F,,,
OPT,,129907,,ESS000125,,,07052,2,Apollo,6686,Y335,48-22,,, , ,0,0,,,ESS,,MHS,F,135,28,49,, ,, ,/  /,0,0,80,13.8,15.18,13.8,15.18,13.8,15.18,13.8,15.18,0,0,0,0,0,45022,45330,42125,45090,/  /,0, ,,0,10,PO,DE,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45330.52861, ,/  /       :  :, , ,,,,F,F,,,
OPT,FR,26849,,ESS000035,,,02679,1,Apollo,6696,Pink,52-18,,, , ,0,0,,,ESS,,LS,F,135,39,53,, ,, ,/  /,1,1,80,12.8,14.08,12.8,14.08,12.8,14.08,12.8,14.08,0,0,0,0,0,45440,45440,38272,43965,/  /,0, ,,0,10,PO,DE,1,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45440.49448, ,/  /       :  :, , ,,,,F,F,,,
OPT,FR,25876,,ESS000026,,,02636,2,Apollo,6698,Lt.Pink,50-16,,, , ,0,0,,,ESS,,LS,F,135,40,51,, ,, ,/  /,1,1,80,26.29,28.92,26.29,28.92,26.29,28.92,26.29,28.92,0,0,0,0,0,45476,45476,38251,43965,/  /,0, ,,0,10,PO,DE,1,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45476.56094, ,/  /       :  :, , ,,,,F,F,,,
OPT,FR,25851,,ESS000007,,,02617,1,Apollo,6698,Y362S,50-16,,, , ,0,0,,,ESS,,LS,F,135,39,51,, ,, ,/  /,1,1,80,13.94,15.33,13.94,15.33,13.94,15.33,13.94,15.33,0,0,0,0,0,45126,45386,38251,44126,/  /,0, ,,0,10,CO,DE,2,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45386.46728, ,/  /       :  :, , ,,,,F,F,,,
OPT,FR,113605,,ESS000109,,,06016,1,Apollo,6704,C.Y362S,51-18,,, , ,0,0,,,ESS,,US,F,145,36,54,, ,, ,/  /,0,0,80,12.8,14.08,12.8,14.08,12.8,14.08,12.8,14.08,0,0,0,0,0,45387,45460,41361,45371,/  /,0, ,,0,10,CO,DE,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45460.44009, ,/  /       :  :, , ,,,,F,F,,,
OPT,,129906,,ESS000124,,,07051,1,Apollo,6707,36073A,54-20,,, , ,0,0,,,ESS,,US,F,140,38,55,, ,, ,/  /,0,0,80,12.8,14.08,12.8,14.08,12.8,14.08,12.8,14.08,0,0,0,0,0,45272,45363,42125,44126,/  /,0, ,,0,10,PO,DE,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45363.45675, ,/  /       :  :, , ,,,,F,F,,,
OPT,FR,113602,,ESS000107,,,06014,1,Apollo,6707,C36073A Brown,52-18,,, , ,0,0,,,ESS,,US,F,145,36,57,, ,, ,/  /,0,0,80,12.8,14.08,12.8,14.08,12.8,14.08,12.8,14.08,0,0,0,0,0,45369,45435,41361,43628,/  /,0, ,,0,10,PO,DE,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45435.54509, ,/  /       :  :, , ,,,,F,F,,,
