LOCATION,LOCATION2,PKEY,PKEY0,FRAMENUM,FRAMENUM0,SXFRAME,BARCODE,QUANTITY,MANUFACT,MODEL,FCOLOUR,SIZE,FRDESC,LOCATION3,STKTAKE,CHANGE,QTYAPPRO,QTY3,SUPBARCODE,ISTOCKCODE,SUPPLIER,SUPPLIER2,FRAMETYPE,FRAMEGROUP,TEMPLE,DEPTH,DIAG,BASECURVE,SUNGRX,FROTHER,FROTHER2,REORDDATE,REORDER,REORDQTY,RRP,EXLISTPR,LISTPRICE,EXCOSTPR,COSTPRICE,EXPREVCOST,PREVCOST,EXAVGCOST,AVGCOST,DPRECOST,DPREEXCOST,WSALEET,WSALEIT,APPORDER,LASTSALE2,LASTSALE,FIRSTPUR,LASTPUR,RETURNBY,DQTY,REFRESH,LASTINV,DISPC,TAXPC,FRSTATUS,FRSTATUS2,QTYONORDER,QTYONAPPRO,PHOTOEXT,PHOTONAME,LIFESTYLE,LIFECYCLE,RELEASE,AVAILFROM,AVAILTILL,FRANGE,SPH1,SPH2,CYL1,CYL2,MINPD,BASEC,SRVCHARGE,EXLISTSRV,LISTSRV,EXRRPSRV,RRPSRV,MODKEY,ORDERAGAIN,PROSUPPLY,PSSUPFIT,PSCREATED,PSUPDATEAT,USER,MODIFIED,DELFLAG,XFER,PROVISION,PVINACTIVE,LOGSTR,FGID,SUPSTATUS,LLABORDER,LDOWNLOAD,UUID,NOTE,PHOTO
OPT,,179522,,ORO000334,,,09757,1,CARTER BOND,9192,395,52-16,,, , ,0,0,,,ORO,,LS,F,,33,52,, ,, ,/  /,0,0,189,8,8.8,8,8.8,8,8.8,8,8.8,0,0,0,0,0,/  /,/  /,44658,44658,/  /,0, ,1373795,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,173243,,ORO000276,,,09500,1,CARTER BOND,9252,BRN,54-19,,, , ,0,0,,,ORO,,MS,F,140,37,55,, ,, ,/  /,0,0,189,8,8.8,8,8.8,8,8.8,8,8.8,0,0,0,0,0,/  /,/  /,44432,45222,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,179528,,ORO000340,,,09763,1,CARTER BOND,9287,3,48-21,,, , ,0,0,,,ORO,,MS,F,,42,48,, ,, ,/  /,0,0,189,8,8.8,8,8.8,8,8.8,8,8.8,0,0,0,0,0,/  /,/  /,44658,45182,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,168401,,ORO000246,,,09262,1,CARTER BOND,LINK 9391,C3,54-18,,, , ,0,0,,,ORO,,MS,F,145,57,,, ,, ,/  /,0,0,189,104.8,115.28,99.56,109.52,99.56,109.52,99.56,109.52,0,0,0,0,0,/  /,/  /,44138,44138,/  /,0, ,1240519,5,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,179511,,ORO000324,,,09770,1,CARTER BOND,Mando 9296,4,55-18,,, , ,0,0,,,ORO,,MS,F,,38,57,, ,, ,/  /,0,0,189,8,8.8,8,8.8,8,8.8,8,8.8,0,0,0,0,0,/  /,/  /,44658,44658,/  /,0, ,1373795,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,179516,,ORO000328,,,09774,1,CARTER BOND,Mill 9300,3,49-20,,, , ,0,0,,,ORO,,MS,F,,34,49,, ,, ,/  /,0,0,189,8,8.8,8,8.8,8,8.8,8,8.8,0,0,0,0,0,/  /,/  /,44658,44658,/  /,0, ,1373795,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,179514,,ORO000326,,,09772,1,CARTER BOND,Napoli 9305,3,56-16,,, , ,0,0,,,ORO,,MM,F,,42,56,, ,, ,/  /,0,0,189,8,8.8,8,8.8,8,8.8,8,8.8,0,0,0,0,0,/  /,/  /,44658,44658,/  /,0, ,1373795,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,179529,,ORO000341,,,09764,1,CARTER BOND,Playa 9312,4,52-20,,, , ,0,0,,,ORO,,MS,F,,39,54,, ,, ,/  /,0,0,189,8,8.8,8,8.8,8,8.8,8,8.8,0,0,0,0,0,/  /,/  /,44658,44658,/  /,0, ,1373795,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,173239,,ORO000274,,,09498,1,CARTER BOND,SANTORINI,9317,56-18,,, , ,0,0,,,ORO,,MM,F,145,41,59,, ,, ,/  /,0,0,189,8,8.8,7.6,8.36,7.6,8.36,7.6,8.36,0,0,0,0,0,/  /,/  /,44432,45222,/  /,0, ,,5,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,179533,,ORO000345,,,09768,1,CARTER BOND,Toucan 9242,2,47-22,,, , ,0,0,,,ORO,,MS,F,,40,48,, ,, ,/  /,0,0,189,8,8.8,8,8.8,8,8.8,8,8.8,0,0,0,0,0,/  /,/  /,44658,44658,/  /,0, ,1373795,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,179530,,ORO000342,,,09765,1,CARTER BOND,Vomtage 9214,303,49-22,,, , ,0,0,,,ORO,,MM,F,,40,50,, ,, ,/  /,0,0,189,8,8.8,8,8.8,8,8.8,8,8.8,0,0,0,0,0,/  /,/  /,44658,44658,/  /,0, ,1373795,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198044,,AUS000824,,,10542,1,CASA,015,C1,50-21,,, , ,0,0,,,AUS,,LS, ,140,41,52,, ,, ,/  /,0,0,120,10,11,10,11,10,11,10,11,0,0,0,0,0,/  /,/  /,45509,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,161776,,AUS000575,,,09016,1,CASA,02,C2,55-19,,, , ,0,0,,,AUS,,RXS, ,140,48,55,, ,, ,/  /,0,0,120,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,/  /,/  /,43798,43798,/  /,0, ,3384,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,161780,,AUS000579,,,09020,1,CASA,02,C3,55-19,,, , ,0,0,,,AUS,,RXS, ,140,48,55,, ,, ,/  /,0,0,120,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,/  /,/  /,43798,43798,/  /,0, ,3384,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,161779,,AUS000578,,,09019,2,CASA,04,C1,56-18,,, , ,0,0,,,AUS,,RXS, ,145,48,57,, ,, ,/  /,0,0,120,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,44204,45327,43798,45231,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45327.51108, ,/  /       :  :, , ,,,,F,F,,,
OPT,,161778,,AUS000577,,,09018,1,CASA,05,C1,54-20,,, , ,0,0,,,AUS,,RXS, ,145,46,56,, ,, ,/  /,0,0,120,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,/  /,/  /,43798,43798,/  /,0, ,3384,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,161777,,AUS000576,,,09017,1,CASA,05,C2,54-20,,, , ,0,0,,,AUS,,RXS, ,145,46,56,, ,, ,/  /,0,0,120,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,/  /,/  /,43798,43798,/  /,0, ,3384,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198052,,AUS000832,,,10550,1,CASA,112,C1,60-16,,, , ,0,0,,,AUS,,MS, ,150,40,63,, ,, ,/  /,0,0,120,10,11,10,11,10,11,10,11,0,0,0,0,0,/  /,/  /,45509,45737,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198053,,AUS000833,,,10551,1,CASA,112,C2,60-16,,, , ,0,0,,,AUS,,MS, ,150,40,63,, ,, ,/  /,0,0,120,10,11,10,11,10,11,10,11,0,0,0,0,0,/  /,/  /,45509,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,189550,,AUS000770,,,10125,1,CASA,113,C4,50-16,,, , ,0,0,,,AUS,,US, ,135,33,52,, ,, ,/  /,0,0,120,13,14.3,13,14.3,13,14.3,13,14.3,0,0,0,0,0,/  /,/  /,45042,45042,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,189779,,AUS000782,,,10141,1,CASA,250,C5,54-17,,, , ,0,0,,,AUS,,MM, ,140,37,58,, ,, ,/  /,0,0,120,10,11,10,11,10,11,10,11,0,0,0,0,0,/  /,/  /,45049,45049,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198057,,AUS000835,,,10553,1,CASA,27,C2,53-15,,, , ,0,0,,,AUS,,LS, ,140,40,53,, ,, ,/  /,0,0,120,10,11,10,11,10,11,10,11,0,0,0,0,0,/  /,/  /,45509,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,189784,,AUS000787,,,10146,1,CASA,290,C1,48-17,,, , ,0,0,,,AUS,,US, ,140,41,49,, ,, ,/  /,0,0,120,10,11,10,11,10,11,10,11,0,0,0,0,0,/  /,/  /,45049,45049,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,189777,,AUS000780,,,10139,1,CASA,290,C5,48-17,,, , ,0,0,,,AUS,,US, ,140,41,49,, ,, ,/  /,0,0,120,10,11,10,11,10,11,10,11,0,0,0,0,0,/  /,45391,45049,45092,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45391.62464, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198058,,AUS000836,,,10554,1,CASA,297,C3,50-19,,, , ,0,0,,,AUS,,US, ,140,43,53,, ,, ,/  /,0,0,120,10,11,10,11,10,11,10,11,0,0,0,0,0,/  /,/  /,45509,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194783,,AUS000798,,,10274,1,CASA,302,C2,55-15,,, , ,0,0,,,AUS,,LM,F,140,40,54,, ,, ,/  /,0,0,120,12.15,13.37,12.15,13.37,12.15,13.37,12.15,13.37,0,0,0,0,0,/  /,/  /,45231,45231,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194785,,AUS000800,,,10276,1,CASA,302,C3,55-15,,, , ,0,0,,,AUS,,LM,F,140,40,55,, ,, ,/  /,0,0,120,12.15,13.37,12.15,13.37,12.15,13.37,12.15,13.37,0,0,0,0,0,/  /,/  /,45231,45547,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194784,,AUS000799,,,10275,1,CASA,303,C2,50-19,,, , ,0,0,,,AUS,,LM,F,140,44,52,, ,, ,/  /,0,0,120,12.15,13.37,12.15,13.37,12.15,13.37,12.15,13.37,0,0,0,0,0,/  /,/  /,45231,45547,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,194806,,AUS000805,,,10281,1,CASA,312,C12,46-20,,, , ,0,0,,,AUS,,US,F,145,42,48,, ,, ,/  /,0,0,120,10,11,10,11,10,11,10,11,0,0,0,0,0,/  /,/  /,45231,45231,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198045,,AUS000825,,,10543,1,CASA,318,C1,50-19,,, , ,0,0,,,AUS,,US,F,142,38,50,, ,, ,/  /,0,0,120,10,11,10,11,10,11,10,11,0,0,0,0,0,/  /,/  /,45509,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198049,,AUS000829,,,10547,1,CASA,324,C1,52-16,,, , ,0,0,,,AUS,,LM,F,142,C1,,, ,, ,/  /,0,0,130,12.5,13.75,12.5,13.75,12.5,13.75,12.5,13.75,0,0,0,0,0,/  /,/  /,45509,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198051,,AUS000831,,,10549,1,CASA,324,C3,52-16,,, , ,0,0,,,AUS,,LM,F,142,42,53,, ,, ,/  /,0,0,130,12.5,13.75,12.5,13.75,12.5,13.75,12.5,13.75,0,0,0,0,0,/  /,/  /,45509,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198050,,AUS000830,,,10548,1,CASA,324,C6,52-16,,, , ,0,0,,,AUS,,LM,F,142,42,53,, ,, ,/  /,0,0,130,12.5,13.75,12.5,13.75,12.5,13.75,12.5,13.75,0,0,0,0,0,/  /,/  /,45509,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198048,,AUS000828,,,10546,1,CASA,326,C2,50-19,,, , ,0,0,,,AUS,,LS,F,142,40,56,, ,, ,/  /,0,0,130,12.5,13.75,12.5,13.75,12.5,13.75,12.5,13.75,0,0,0,0,0,/  /,/  /,45509,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,198046,,AUS000826,,,10544,1,CASA,327,C3,52-15,,, , ,0,0,,,AUS,,LS,F,142,42,52,, ,, ,/  /,0,0,130,10,11,10,11,10,11,10,11,0,0,0,0,0,/  /,/  /,45509,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,174137,,AUS000688,,,09569,1,CASA,50,C1,53-17,,, , ,0,0,,,AUS,,MM, ,140,35,59,, ,, ,/  /,0,0,149,10,11,10,11,10,11,10,11,0,0,0,0,0,/  /,44756,44476,45092,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44756.5297, ,/  /       :  :, , ,,,,F,F,,,
OPT,,155525,,AUS000515,,,08689,1,CLARITY,1155,C2,53-19,,, , ,0,0,,,AUS,,LS,F,135,40,55,, ,, ,/  /,0,0,120,8.95,9.85,8.95,9.85,8.95,9.85,8.95,9.85,0,0,0,0,0,/  /,/  /,43528,45092,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,155542,,AUS000525,,,08699,1,CLARITY,1155,C3,53-19,,, , ,0,0,,,AUS,,LS,F,140,40,55,, ,, ,/  /,0,0,120,8.95,9.85,8.95,9.85,8.95,9.85,8.95,9.85,0,0,0,0,0,/  /,/  /,43528,43528,/  /,0, ,116641,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
OPT,,131912,,AUS000143,,,07141,1,CLARITY,1180,C2,54-17,,, , ,0,0,,,AUS,,LS,F,140,36,55,, ,, ,/  /,0,0,120,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,43486,44901,42206,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44901.58646, ,/  /       :  :, , ,,,,F,F,,,
OPT,,147699,,AUS000328,,,08026,1,CLARITY,1181,C2,47-15,,, , ,0,0,,,AUS,,LS,F,130,34,49,, ,, ,/  /,0,0,120,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,44988,45048,43089,45049,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45048.63307, ,/  /       :  :, , ,,,,F,F,,,
OPT,,159551,,AUS000569,,,08857,1,CLARITY,1181,C3,45-15,,, , ,0,0,,,AUS,,LS,F,130,34,49,, ,, ,/  /,0,0,120,10.75,11.83,10.75,11.83,10.75,11.83,10.75,11.83,0,0,0,0,0,45050,45050,43697,45092,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45050.47907, ,/  /       :  :, , ,,,,F,F,,,
OPT,,147706,,AUS000335,,,08033,1,CLARITY,1184,C1,53-17,,, , ,0,0,,,AUS,,LS,F,145,35,54,, ,, ,/  /,0,0,120,8.75,9.63,8.75,9.63,8.75,9.63,8.75,9.63,0,0,0,0,0,/  /,43432,43089,45049,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,43432.44126, ,/  /       :  :, , ,,,,F,F,,,
OPT,,164333,,AUS000629,,,09142,1,CLARITY,1185,C1,51-16,,, , ,0,0,,,AUS,,MS,F,140,37,52,, ,, ,/  /,0,0,120,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,44988,45370,43935,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45370.5769, ,/  /       :  :, , ,,,,F,F,,,
OPT,,147704,,AUS000333,,,08031,1,CLARITY,1185,C2,51-16,,, , ,0,0,,,AUS,,LS,F,140,37,52,, ,, ,/  /,0,0,120,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,44819,44988,43089,45510,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44988.49716, ,/  /       :  :, , ,,,,F,F,,,
OPT,,131935,,AUS000159,,,07157,1,CLARITY,1186,C2,46-17,,, , ,0,0,,,AUS,,LS,F,125,33,46,, ,, ,/  /,0,0,120,9.35,10.29,9.35,10.29,9.35,10.29,9.35,10.29,0,0,0,0,0,42622,43439,42206,45230,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,43439.48082, ,/  /       :  :, , ,,,,F,F,,,
OPT,,146781,,AUS000315,,,07989,1,CLARITY,1190,C1,52-15,,, , ,0,0,,,AUS,,LS,F,135,35,51,, ,, ,/  /,0,0,120,9.95,10.95,9.95,10.95,9.95,10.95,9.95,10.95,0,0,0,0,0,44894,44988,42997,45183,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44988.51211, ,/  /       :  :, , ,,,,F,F,,,
OPT,,131909,,AUS000140,,,07138,1,CLARITY,1190,C2,52-15,,, , ,0,0,,,AUS,,LS,F,135,34,51,, ,, ,/  /,0,0,120,9.35,10.29,9.35,10.29,9.35,10.29,9.35,10.29,0,0,0,0,0,44490,45097,42206,45230,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45097.60111, ,/  /       :  :, , ,,,,F,F,,,
OPT,,131929,,AUS000155,,,07153,1,CLARITY,1190,C3,52-15,,, , ,0,0,,,AUS,,LS,F,135,34,51,, ,, ,/  /,0,0,120,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,44901,44987,42206,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44987.49453, ,/  /       :  :, , ,,,,F,F,,,
OPT,,141010,,AUS000236,,,07557,1,CLARITY,1192,C2,53-17,,, , ,0,0,,,AUS,,LS,F,135,33,53,, ,, ,/  /,0,0,120,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,44064,44860,42605,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44860.39476, ,/  /       :  :, , ,,,,F,F,,,
OPT,,135885,,AUS000193,,,07296,1,CLARITY,1210,C3,53-17,,, , ,0,0,,,AUS,,LS,F,140,38,55,, ,, ,/  /,0,0,120,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,43892,44218,42341,45230,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44218.44722, ,/  /       :  :, , ,,,,F,F,,,
OPT,,149923,,AUS000423,,,08265,1,CLARITY,1215,C2,50-20,,, , ,0,0,,,AUS,,LS,F,138,40,50,, ,, ,/  /,0,0,120,8.95,9.85,8.95,9.85,8.95,9.85,8.95,9.85,0,0,0,0,0,43259,45050,43257,45237,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45050.46513, ,/  /       :  :, , ,,,,F,F,,,
OPT,,146707,,AUS000273,,,07948,1,CLARITY,1221,C2,53-17,,, , ,0,0,,,AUS,,MS,F,138,39,53,, ,, ,/  /,0,0,120,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,/  /,43207,42996,45230,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,43207.43064, ,/  /       :  :, , ,,,,F,F,,,
OPT,,146708,,AUS000274,,,07949,1,CLARITY,1221,C3,53-17,,, , ,0,0,,,AUS,,MS,F,138,39,53,, ,, ,/  /,0,0,120,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,44102,44298,42996,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44298.69759, ,/  /       :  :, , ,,,,F,F,,,
OPT,,139541,,AUS000212,,,07495,1,CLARITY,1223,C1,57-18,,, , ,0,0,,,AUS,,MS,F,145,37,59,, ,, ,/  /,0,0,120,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,44880,44950,42542,45230,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44950.39699, ,/  /       :  :, , ,,,,F,F,,,
OPT,,140995,,AUS000227,,,07548,1,CLARITY,1223,C3,57-18,,, , ,0,0,,,AUS,,MS,F,145,37,58,, ,, ,/  /,0,0,120,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,44846,44900,42605,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44900.63083, ,/  /       :  :, , ,,,,F,F,,,
OPT,,146695,,AUS000269,,,07944,1,CLARITY,1224,C1,53-18,,, , ,0,0,,,AUS,,UM,F,137,38,53,, ,, ,/  /,0,0,149,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,44581,44986,42996,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44986.64351, ,/  /       :  :, , ,,,,F,F,,,
OPT,,143926,,AUS000240,,,07756,1,CLARITY,1224,C2,52-18,,, , ,0,0,,,AUS,,UM,F,135,38,53,, ,, ,/  /,0,0,120,8.5,9.35,8.5,9.35,8.5,9.35,8.5,9.35,0,0,0,0,0,42817,43551,42793,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,43551.52039, ,/  /       :  :, , ,,,,F,F,,,
