BARCODE,LOCATION,LOCATION2,PKEY,PKEY0,FRAMENUM,FRAMENUM0,SXFRAME,QUANTITY,MANUFACT,MODEL,FCOLOUR,SIZE,FRDESC,LOCATION3,STKTAKE,CHANGE,QTYAPPRO,QTY3,SUPBARCODE,ISTOCKCODE,SUPPLIER,SUPPLIER2,FRAMETYPE,FRAMEGROUP,TEMPLE,DEPTH,DIAG,BASECURVE,SUNGRX,FROTHER,FROTHER2,REORDDATE,REORDER,REORDQTY,RRP,EXLISTPR,LISTPRICE,EXCOSTPR,COSTPRICE,EXPREVCOST,PREVCOST,EXAVGCOST,AVGCOST,DPRECOST,DPREEXCOST,WSALEET,WSALEIT,APPORDER,LASTSALE2,LASTSALE,FIRSTPUR,LASTPUR,RETURNBY,DQTY,REFRESH,LASTINV,DISPC,TAXPC,FRSTATUS,FRSTATUS2,QTYONORDER,QTYONAPPRO,PHOTOEXT,PHOTONAME,LIFESTYLE,LIFECYCLE,RELEASE,AVAILFROM,AVAILTILL,FRANGE,SPH1,SPH2,CYL1,CYL2,MINPD,BASEC,SRVCHARGE,EXLISTSRV,LISTSRV,EXRRPSRV,RRPSRV,MODKEY,ORDERAGAIN,PROSUPPLY,PSSUPFIT,PSCREATED,PSUPDATEAT,USER,MODIFIED,DELFLAG,XFER,PROVISION,PVINACTIVE,LOGSTR,FGID,SUPSTATUS,LLABORDER,LDOWNLOAD,UUID,NOTE,PHOTO
9485,OPT,,78695,,RIM000197,,,1,SENSES,AGUPPI,C1,54-15,,,,,,,,,,,,,140,37,54,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9394,OPT,,78696,,RIM000178,,,1,SENSES,ABE,C3,53-18,,,,,,,,,,,,,140,43,56,,,,,,,,169,,,59.95,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10384,OPT,,78697,,RIM000255,,,2,SENSES,QUEENIE,C3,53-17,,,,,,,,,,,,,140,36,53,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10449,OPT,,78698,,RIM000267,,,1,SENSES,BELLA,C3,54-17,,,,,,,,,,,,,140,41,56,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9117,OPT,,78699,,RIM000157,,,1,SENSES,FRED,C1,56-17,,,,,,,,,,,,,145,35,57,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7454,OPT,,78700,,RIM000049,,,1,SENSES,WILLY,C4,58-19,,,,,,,,,,,,,145,33,60,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8540,OPT,,78701,,RIM000106,,,1,SENSES,DRAGO,C3,56-20,,,,,,,,,,,,,145,33,57,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10310,OPT,,78702,,RIM000253,,,2,SENSES,QUEENIE,C1,53-17,,,,,,,,,,,,,140,33,53,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385,OPT,,78703,,RIM000256,,,1,SENSES,MAGGIE,C1,52-16,,,,,,,,,,,,,135,36,51,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10451,OPT,,78704,,RIM000269,,,2,SENSES,MOLLY,C1,54-16,,,,,,,,,,,,,140,40,54,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9387,OPT,,78705,,RIM000171,,,1,SENSES,VOLT,C3,50-15,,,,,,,,,,,,,135,36,51,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9395,OPT,,78706,,RIM000179,,,1,SENSES,JONAH,C3,61-21,,,,,,,,,,,,,155,39,65,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10447,OPT,,78707,,RIM000265,,,2,SENSES,OLLIE,C1,48-17,,,,,,,,,,,,,135,40,48,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382,OPT,,78708,,AVI000117,,,1,NANO,CREW 3.0,3020848,48-15,,,,,,,,,,,,,133,30,48,,,,,,,,179,,,65,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10303,OPT,,78709,,AVI000102,,,1,Nano,FLICKER,3180144,44-14,,,,,,,,,,,,,120,35,43,,,,,,,,179,,,65,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10684,OPT,,78710,,AVI000130,,,1,Nano,SPRITE,3060344,44-13,,,,,,,,,,,,,120,33,43,,,,,,,,169,,,58.65,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299,OPT,,78711,,AVI000098,,,1,Nano,CREW,3021946,46-14,,,,,,,,,,,,,135,28,47,,,,,,,,179,,,65,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10367,OPT,,78712,,AVI000112,,,1,Nano,ARCADE 3.0,3010248,48-15,,,,,,,,,,,,,133,33,49,,,,,,,,179,,,45.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10458,OPT,,78713,,AVI000120,,,1,Nano,CAMPER 3.0,3040346,46-14,,,,,,,,,,,,,135,32,46,,,,,,,,179,,,65,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10683,OPT,,78714,,AVI000129,,,1,Nano,PIXEL 3.0 SC,3071248 SC,48-15,,,,,,,,,,,,,132,38,48,,,,,,,,220,,,74.97,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7157,OPT,,78715,,AUS000159,,,1,CLARITY,1186,C2,46-17,,,,,,,,,,,,,125,33,46,,,,,,,,120,,,9.35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7954,OPT,,78716,,AUS000279,,,1,CLARITY,1249,C3,48-16,,,,,,,,,,,,,135,30,49,,,,,,,,120,,,10.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919,OPT,,78717,,AVI000143,,,1,NANO,MARS,2280147,47-15,,,,,,,,,,,,,135,37,48,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,28/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
9994,OPT,,78718,,AVI000073,,,1,Nano,GLITCH 3.0,3150350,50-17,,,,,,,,,,,,,133,42,49,,,,,,,,169,,,60,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9818,OPT,,78719,,AUS000694,,,1,I-SPY,143,C7,47-16,,,,,,,,,,,,,140,38,48,,,,,,,,169,,,29,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9892,OPT,,78720,,AVI000059,,,1,Nano,Gaikai SC,630947SC,47-16,,,,,,,,,,,,,127,34,49,,,,,,,,179,,,50,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10366,OPT,,78721,,AVI000111,,,1,Nano,ARCADE SLEEK,3111150,50-15,,,,,,,,,,,,,133,33,52,,,,,,,,179,,,45.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10681,OPT,,78722,,AVI000127,,,1,Nano,QUEST 3.0,3160248,48-14,,,,,,,,,,,,,132,37,48,,,,,,,,169,,,58.65,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300,OPT,,78723,,AVI000099,,,1,Nano,CAMPER,3040148,48-14,,,,,,,,,,,,,135,32,47,,,,,,,,179,,,65,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10301,OPT,,78724,,AVI000100,,,1,Nano,FLICKER,3180346,46-14,,,,,,,,,,,,,132,38,46,,,,,,,,179,,,65,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10298,OPT,,78725,,AVI000097,,,1,Nano,Crew,3020648,48-15,,,,,,,,,,,,,133,31,49,,,,,,,,179,,,60,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10304,OPT,,78726,,AVI000103,,,1,Nano,CREW,3021146,46-14,,,,,,,,,,,,,133,30,48,,,,,,,,179,,,65,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10223,OPT,,78727,,MOD000379,,,1,AVANTI,BELLE,C1,49-15,,,,,,,,,,,,,130,33,48,,,,,,,,210,,,58.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8226,OPT,,78728,,AUS000384,,,1,CLARITY,1294,C1,48-14,,,,,,,,,,,,,124,36,47,,,,,,,,120,,,8.95,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7153,OPT,,78729,,AUS000155,,,1,CLARITY,1190,C3,52-15,,,,,,,,,,,,,135,34,51,,,,,,,,120,,,9.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10371,OPT,,78730,,AVI000116,,,1,Nano,REPLAY 3.0,3001144,44-13,,,,,,,,,,,,,116,,,,,,,,,,179,,,45.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11621,OPT,,78731,,AVI000144,,,1,NANO,SATURN,2230246,46-16,,,,,,,,,,,,,135,40,48,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,28/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
9992,OPT,,78732,,AVI000071,,,1,Nano,ARCADE 3.0,3010350,50-15,,,,,,,,,,,,,133,33,51,,,,,,,,169,,,60,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9580,OPT,,78733,,AVI000048,,,1,NANO,BIRDIE,Violet,36-14,,,,,,,,,,,,,105,29,36,,,,,,,,169,,,60,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9988,OPT,,78734,,AUS000731,,,1,I-SPY,142,C1,48-16,,,,,,,,,,,,,125,35,48,,,,,,,,169,,,29,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9815,OPT,,78735,,AUS000691,,,1,I-SPY,142,C3,48-16,,,,,,,,,,,,,125,35,48,,,,,,,,169,,,29,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10302,OPT,,78736,,AVI000101,,,1,Nano,FLICKER,3180648,48-15,,,,,,,,,,,,,132,38,48,,,,,,,,179,,,65,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10441,OPT,,78737,,RIM000259,,,1,SENSES,OLLIE,C2,48-17,,,,,,,,,,,,,135,40,48,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9201,OPT,,78738,,AUS000637,,,1,I-SPY,072,C1,47-15,,,,,,,,,,,,,135,31,48,,,,,,,,169,,,28,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10148,OPT,,78739,,AVI000088,,,1,Nano,CAMPER 3.0,3041746,46-14,,,,,,,,,,,,,135,31,46,,,,,,,,179,,,65,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9991,OPT,,78740,,AVI000070,,,1,NANO,CREW 3.0,3020148,48-15,,,,,,,,,,,,,133,31,49,,,,,,,,169,,,60,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155,OPT,,78741,,AVI000095,,,1,Nano,FANGAME,3030350,50-15,,,,,,,,,,,,,133,32,52,,,,,,,,179,,,65,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10486,OPT,,78742,,AVI000121,,,1,Nano,CAMPER,3041746,46-14,,,,,,,,,,,,,135,30,443,,,,,,,,179,,,65,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9204,OPT,,78743,,AUS000640,,,1,I-SPY,079,C3,47-17,,,,,,,,,,,,,128,33,50,,,,,,,,169,,,28,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9880,OPT,,78744,,MOD000372,,,2,AVANTI,ZOE,C5,51-15,,,,,,,,,,,,,135,C5,,,,,,,,,210,,,47.6,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9197,OPT,,78745,,MOD000300,,,1,Kaledscope,ELSA,C2,48-16,,,,,,,,,,,,,140,33,48,,,,,,,,195,,,58.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9986,OPT,,78746,,AUS000732,,,1,I-SPY,129,C6,48-19,,,,,,,,,,,,,139,32,54,,,,,,,,169,,,29,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9463,OPT,,78747,,MOD000320,,,1,AVANTI,BLYTON,C5,49-17,,,,,,,,,,,,,135,32,49,,,,,,,,195,,,47.6,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10265,OPT,,78748,,AUS000744,,,1,CLARITY,1321,C2,50-16,,,,,,,,,,,,,130,,,,,,,,,,120,,,10.75,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7624,OPT,,78749,,BON000069,,,1,MARS,612,C3,47-16,,,,,,,,,,,,,130,30,47,,,,,,,,149,,,20,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5863,OPT,,78750,,OPQ001386,,,1,STEPPER,SK 73000,F450,46-16,,,,,,,,,,,,,130,38,46,,,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,23/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
8851,OPT,,78751,,OPQ001390,,,1,STEPPER,SK 76000,F560,44-18,,,,,,,,,,,,,125,36,42,,,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,23/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
7760,OPT,,78752,,OPQ001388,,,1,STEPPER,SK 76000,F840,44-18,,,,,,,,,,,,,125,37,42,,,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,23/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
11790,OPT,,78753,,OPQ001387,,,1,STEPPER,SK 77000,F430,46-16,,,,,,,,,,,,,125,36,46,,,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,23/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2151,OPT,,78754,,OPQ001389,,,1,STEPPER,SK 77001,F920,46-17,,,,,,,,,,,,,125,38,45,,,,,,,,275,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,23/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
10219,OPT,,78755,,MOD000375,,,1,AVANTI,ZOE,C1,51-14,,,,,,,,,,,,,135,34,52,,,,,,,,210,,,58.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7693,OPT,,78756,,OPQ000893,,,1,Paparazzi,DIESEL,B,65-19,,,,,,,,,,,,,155,40,68,,,,,,,,230,,,76.5,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9938,OPT,,78757,,FRA000024,,,1,HUDSON,66,C1,54-17,,,,,,,,,,,,,140,40,56,,,,,,,,149,,,11.95,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9950,OPT,,78758,,FRA000036,,,1,HUDSON,66,C3,54-17,,,,,,,,,,,,,140,40,56,,,,,,,,149,,,11.95,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9682,OPT,,78759,,MOD000335,,,1,AVANTI,SHAREEN,C5,50-16,,,,,,,,,,,,,135,34,50,,,,,,,,195,,,47.6,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9417,OPT,,78760,,ORO000264,,,1,JONO HENNESSY,8497 Hayley,3 Pepper Fabric,51-19,,,,,,,,,,,,,,37,51,,,,,,,,250,,,10,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9966,OPT,,78761,,FRA000052,,,1,HENRY WILLIS,BOBBY,C1,57-19,,,,,,,,,,,,,150,48,63,,,,,,,,189,,,20.95,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9736,OPT,,78762,,ORO000312,,,1,JONO HENNESSY,Luxury 8417,C04,48-20,,,,,,,,,,,,,,39,48,,,,,,,,250,,,10,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9720,OPT,,78763,,ORO000307,,,1,JONO HENNESSY,8440,C5,54-15,,,,,,,,,,,,,,33,54,,,,,,,,250,,,10,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9267,OPT,,78764,,ORO000250,,,1,Oroton,ELANORA,1502992,53-17,,,,,,,,,,,,,135,30,52,,,,,,,,300,,,30,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8930,OPT,,78765,,RIM000139,,,1,SENSES,MATHA 11,C2,52-16,,,,,,,,,,,,,135,33,52,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9787,OPT,,78766,,ORO000347,,,2,Le Specs,Dalt Vila,2226702,52-19,,,,,,,,,,,,,145,37,52,,,,,,,,219,,,72.98,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9757,OPT,,78767,,ORO000334,,,1,CARTER BOND,9192,395,52-16,,,,,,,,,,,,,,33,52,,,,,,,,189,,,8,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9453,OPT,,78768,,BON000288,,,1,AOA,8227,C3,53-18,,,,,,,,,,,,,145,38,57,,,,,,,,169,,,20,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10225,OPT,,78769,,MOD000381,,,1,AVANTI,COURTNEY,C8,52-16,,,,,,,,,,,,,145,40,53,,,,,,,,210,,,51.96,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,OPT,,78770,,BON000295,,,1,MARS,135,C2,48-19,,,,,,,,,,,,,140,44,48,,,,,,,,189,,,,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,21/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8689,OPT,,78771,,AUS000515,,,1,CLARITY,1155,C2,53-19,,,,,,,,,,,,,135,40,55,,,,,,,,120,,,8.95,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8689,OPT,,78772,,CLARITY 4912 C4,,,,CLARITY,4912,C4,57-16,,,,,,,,,,,,,,,57,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9872,OPT,,78773,,MOD000364,,,1,AVANTI,LOCK,C03,46-22,,,,,,,,,,,,,145,42,46,,,,,,,,210,,,51.96,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9765,OPT,,78774,,ORO000342,,,1,CARTER BOND,Vomtage 9214,303,49-22,,,,,,,,,,,,,,40,50,,,,,,,,189,,,8,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9763,OPT,,78775,,ORO000340,,,1,CARTER BOND,9287,3,48-21,,,,,,,,,,,,,,42,48,,,,,,,,189,,,8,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9758,OPT,,78776,,ORO000335,,,1,CARTER BOND,9182,755,50-19,,,,,,,,,,,,,,40,52,,,,,,,,189,,,8,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9775,OPT,,78777,,ORO000329,,,1,CARTER BOND,9182,342,50-19,,,,,,,,,,,,,,41,52,,,,,,,,189,,,8,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9500,OPT,,78778,,ORO000276,,,1,CARTER BOND,9252,BRN,54-19,,,,,,,,,,,,,140,37,55,,,,,,,,189,,,8,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9768,OPT,,78779,,ORO000345,,,1,CARTER BOND,Toucan 9242,2,47-22,,,,,,,,,,,,,,40,48,,,,,,,,189,,,8,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9774,OPT,,78780,,ORO000328,,,1,CARTER BOND,Mill 9300,3,49-20,,,,,,,,,,,,,,34,49,,,,,,,,189,,,8,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9362,OPT,,78781,,AVI000150,,,1,NANO,FANBOY 3.0,3170152,52-15,,,,,,,,,,,,,148,37,54,,,,,,,,179,,,65,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,28/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
5974,OPT,,78782,,AVI000140,,,1,BFLEX,B-BOLD,070258,58-18,,,,,,,,,,,,,146,39,55,,,,,,,,260,,,84,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,23/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
12343,OPT,,78783,,AVI000139,,,1,BFLEX,B-ORIGINAL,040255,55-19,,,,,,,,,,,,,148,39,55,,,,,,,,260,,,84,,,,,,,,,,,,,,,,,,,,GST 10%,PRACTICE OWNED,,,,,,,,,23/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
9772,OPT,,78784,,ORO000326,,,1,CARTER BOND,Napoli 9305,3,56-16,,,,,,,,,,,,,,42,56,,,,,,,,189,,,8,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4577,OPT,,78785,,MOD000038,,,1,Eclipse,Paddy-56.80,C2,50-20,,,,,,,,,,,,,145,28,50,,,,,,,,170,,,67.46,,,,,,,,,,,,,,,,,,,,10,PO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9396,OPT,,78786,,RIM000180,,,1,SENSES,WINNIE II,C3,51-17,,,,,,,,,,,,,133,37,51,,,,,,,,169,,,35,,,,,,,,,,,,,,,,,,,,10,CO,,,,,,,,,/  /,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
