BARCODE,LOCATION,LOCATION2,PKEY,PKEY0,FRAMENUM,FRAMENUM0,SXFRAME,QUANTITY,MANUFACT,MODEL,FCOLOUR,SIZE,FRDESC,LOCATION3,STKTAKE,CHANGE,QTYAPPRO,QTY3,SUPBARCODE,ISTOCKCODE,SUPPLIER,SUPPLIER2,FRAMETYPE,FRAMEGROUP,TEMPLE,DEPTH,DIAG,BASECURVE,SUNGRX,FROTHER,FROTHER2,REORDDATE,REORDER,REORDQTY,RRP,EXLISTPR,LISTPRICE,EXCOSTPR,COSTPRICE,EXPREVCOST,PREVCOST,EXAVGCOST,AVGCOST,DPRECOST,DPREEXCOST,WSALEET,WSALEIT,APPORDER,LASTSALE2,LASTSALE,FIRSTPUR,LASTPUR,RETURNBY,DQTY,REFRESH,LASTINV,DISPC,TAXPC,FRSTATUS,FRSTATUS2,QTYONORDER,QTYONAPPRO,PHOTOEXT,PHOTONAME,LIFESTYLE,LIFECYCLE,RELEASE,AVAILFROM,AVAILTILL,FRANGE,SPH1,SPH2,CYL1,CYL2,MINPD,BASEC,SRVCHARGE,EXLISTSRV,LISTSRV,EXRRPSRV,RRPSRV,MODKEY,ORDERAGAIN,PROSUPPLY,PSSUPFIT,PSCREATED,PSUPDATEAT,USER,MODIFIED,DELFLAG,XFER,PROVISION,PVINACTIVE,LOGSTR,FGID,SUPSTATUS,LLABORDER,LDOWNLOAD,UUID,NOTE,PHOTO
8277,OPT,,149944,,AUS000435,,,1,CLARITY,1256,C3,54-16,,, , ,0,0,,,AUS,,MS,F,135,40,58,, ,, ,/  /,0,0,$120.00,8.95,9.85,8.95,9.85,8.95,9.85,8.95,9.85,0,0,0,0,0,/  /,43293,43259,45049,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,43293.54953, ,/  /       :  :, , ,,,,F,F,,,
9047,OPT,,161814,,AUS000607,,,1,CLARITY,1264, C5,54-14,,, , ,0,0,,,AUS,,MS,F,145,37,57,, ,, ,/  /,0,0,$120.00,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,/  /,44883,43798,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44883.5145, ,/  /       :  :, , ,,,,F,F,,,
8693,OPT,,155530,,AUS000519,,,1,CLARITY,1264,C2,54-14,,, , ,0,0,,,AUS,,MS,F,140,37,57,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,43755,45159,43528,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45159.65238, ,/  /       :  :, , ,,,,F,F,,,
9220,OPT,,168024,,AUS000643,,,1,CLARITY,1264,C4,54-14,,, , ,0,0,,,AUS,,MS,F,140,37,57,, ,, ,/  /,0,0,$120.00,10,11,10,11,10,11,9.75,10.73,0,0,0,0,0,/  /,44230,44119,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44230.6461, ,/  /       :  :, , ,,,,F,F,,,
10266,OPT,,194766,,AUS000790,,,1,CLARITY,1272,C3,53-17,,, , ,0,0,,,AUS,,MS,F,145,38,56,, ,, ,/  /,0,0,$120.00,9.35,10.29,9.35,10.29,9.35,10.29,9.35,10.29,0,0,0,0,0,/  /,/  /,45230,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
8226,OPT,,149866,,AUS000384,,,1,CLARITY,1294,C1,48-14,,, , ,0,0,,,AUS,,BS,F,124,36,47,, ,, ,/  /,0,0,$120.00,8.95,9.85,8.95,9.85,8.95,9.85,8.95,9.85,0,0,0,0,0,/  /,45173,43255,45394,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45173.67116, ,/  /       :  :, , ,,,,F,F,,,
10564,OPT,,198071,,AUS000846,,,1,CLARITY,1298,C2,53-16,,, , ,0,0,,,AUS,,MS,F,140,35,57,, ,, ,/  /,0,0,$120.00,10,11,10,11,10,11,10,11,0,0,0,0,0,/  /,/  /,45509,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
8283,OPT,,149952,,AUS000441,,,1,CLARITY,1298,C3,53-16,,, , ,0,0,,,AUS,,MS,F,140,34,56,, ,, ,/  /,0,0,$120.00,8.95,9.85,8.95,9.85,8.95,9.85,8.95,9.85,0,0,0,0,0,43290,44265,43259,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44265.50454, ,/  /       :  :, , ,,,,F,F,,,
8849,OPT,,159449,,AUS000561,,,1,CLARITY,1299,C2,55-16,,, , ,0,0,,,AUS,,MS,F,138,35,55,, ,, ,/  /,0,0,$120.00,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,/  /,43733,43693,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,43733.51196, ,/  /       :  :, , ,,,,F,F,,,
8455,OPT,,152474,,AUS000503,,,1,CLARITY,1315,C2,53-16,,, , ,0,0,,,AUS,,MS,F,140,38,57,, ,, ,/  /,0,0,$120.00,8.75,9.63,8.75,9.63,8.75,9.63,8.75,9.63,0,0,0,0,0,/  /,44406,43378,45378,/  /,0, ,14631,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44406.63266, ,/  /       :  :, , ,,,,F,F,,,
10395,OPT,,196802,,AUS000822,,,1,CLARITY,1315,C3,53-16,,, , ,0,0,,,AUS,,MS,F,140,39,57,, ,, ,/  /,0,0,$120.00,10.75,11.83,10.75,11.83,10.75,11.83,10.75,11.83,0,0,0,0,0,/  /,/  /,45378,45378,/  /,0, ,14631,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
9038,OPT,,161803,,AUS000597,,,1,CLARITY,1319,C1,55-16,,, , ,0,0,,,AUS,,MS,F,140,40,58,, ,, ,/  /,0,0,$120.00,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,44340,44398,43798,45230,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44398.57175, ,/  /       :  :, , ,,,,F,F,,,
9821,OPT,,182404,,AUS000697,,,2,CLARITY,1320,C3,48-17,,, , ,0,0,,,AUS,,GS,F,135,35,48,, ,, ,/  /,0,0,$120.00,10.75,11.83,10.75,11.83,10.75,11.83,10.75,11.83,0,0,0,0,0,44904,44987,44767,45092,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44987.60447, ,/  /       :  :, , ,,,,F,F,,,
10264,OPT,,188148,,AUS000764,,,1,CLARITY,1321,C1,50-16,,, , ,0,0,,,AUS,,LS,F,135,33,51,, ,, ,/  /,0,0,$120.00,10.75,11.83,10.75,11.83,10.75,11.83,10.75,11.83,0,0,0,0,0,/  /,44988,44988,45230,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44988.50778, ,/  /       :  :, , ,,,,F,F,,,
10265,OPT,,188016,,AUS000744,,,1,CLARITY,1321,C2,50-16,,, , ,0,0,,,AUS,,LS,F,130,,,, ,, ,/  /,0,0,$120.00,10.75,11.83,10.75,11.83,10.75,11.83,10.75,11.83,0,0,0,0,0,44986,44986,44986,45230,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44986.56043, ,/  /       :  :, , ,,,,F,F,,,
9831,OPT,,182414,,AUS000707,,,1,CLARITY,1323,C01,51-17,,, , ,0,0,,,AUS,,GS,F,140,42,52,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,/  /,45015,44767,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45015.55741, ,/  /       :  :, , ,,,,F,F,,,
9833,OPT,,182433,,AUS000709,,,1,CLARITY,1323,C03,51-17,,, , ,0,0,,,AUS,,GS,F,140,42,52,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,44860,45163,44768,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45163.47593, ,/  /       :  :, , ,,,,F,F,,,
10039,OPT,,187300,,AUS000734,,,1,CLARITY,1323,C2,51-17,,, , ,0,0,,,AUS,,GS,F,140,42,52,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,/  /,45014,44956,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45014.60436, ,/  /       :  :, , ,,,,F,F,,,
10133,OPT,,188106,,AUS000756,,,1,CLARITY,1352,C2,46-16,,, , ,0,0,,,AUS,,GS,F,135,34,50,, ,, ,/  /,0,0,$120.00,10.75,11.83,10.75,11.83,10.75,11.83,10.75,11.83,0,0,0,0,0,/  /,44987,44987,45049,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44987.64407, ,/  /       :  :, , ,,,,F,F,,,
10130,OPT,,188103,,AUS000755,,,1,CLARITY,1352,C3,48-16,,, , ,0,0,,,AUS,,GS,F,135,50,,, ,, ,/  /,0,0,$120.00,10.75,11.83,10.75,11.83,10.75,11.83,10.75,11.83,0,0,0,0,0,44987,45146,44987,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45146.64926, ,/  /       :  :, , ,,,,F,F,,,
9518,OPT,,173307,,AUS000666,,,1,CLARITY,1391,C3,53-17,,, , ,0,0,,,AUS,,LS,F,138,40,52,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,/  /,45103,44434,45092,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45103.52358, ,/  /       :  :, , ,,,,F,F,,,
9128,OPT,,164315,,AUS000615,,,1,CLARITY,1405,C3,50-18,,, , ,0,0,,,AUS,,US,F,138,44,50,, ,, ,/  /,0,0,$120.00,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,/  /,44606,43935,44434,/  /,0, ,1317948,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44606.50465, ,/  /       :  :, , ,,,,F,F,,,
9042,OPT,,161807,,AUS000601,,,2,CLARITY,1511,C2,48-15,,, , ,0,0,,,AUS,,BS,F,140,38,51,, ,, ,/  /,0,0,$120.00,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,/  /,45097,43798,45231,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45097.62029, ,/  /       :  :, , ,,,,F,F,,,
9322,OPT,,169488,,AUS000658,,,1,CLARITY,1525,C5,55-16,,, , ,0,0,,,AUS,,LS,F,143,44,55,, ,, ,/  /,0,0,$120.00,19.2,21.12,10.75,11.83,10.75,11.83,10.75,11.83,0,0,0,0,0,/  /,/  /,44223,45092,/  /,0, ,,43.99,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
10700,OPT,,198235,,AUS000847,,,1,CLARITY,1550,C1,53-17,,, , ,0,0,,,AUS,,LS,F,143,40,55,, ,, ,/  /,0,0,$120.00,10.75,11.83,10.75,11.83,10.75,11.83,10.75,11.83,0,0,0,0,0,/  /,/  /,45796,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
10539,OPT,,188145,,AUS000762,,,1,CLARITY,1550,C2,53-17,,, , ,0,0,,,AUS,,MS,F,143,40,55,, ,, ,/  /,0,0,$120.00,10.75,11.83,10.75,11.83,10.75,11.83,10.75,11.83,0,0,0,0,0,/  /,44988,44988,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44988.49086, ,/  /       :  :, , ,,,,F,F,,,
10540,OPT,,188080,,AUS000749,,,1,CLARITY,1550,C4,53-17,,, , ,0,0,,,AUS,,LS,F,143,40,55,, ,, ,/  /,0,0,$120.00,10.75,11.83,10.75,11.83,10.75,11.83,10.75,11.83,0,0,0,0,0,/  /,44987,44987,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44987.51271, ,/  /       :  :, , ,,,,F,F,,,
10134,OPT,,189771,,AUS000775,,,1,CLARITY,1554,C1,48-16,,, , ,0,0,,,AUS,,MS,F,130,34,52,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,10.75,11.83,9.75,10.73,0,0,0,0,0,/  /,/  /,45049,45049,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
8842,OPT,,159442,,AUS000554,,,1,CLARITY,2005,C1,53-16,,, , ,0,0,,,AUS,,LS,F,144,39,55,, ,, ,/  /,0,0,$120.00,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,/  /,44453,43693,45092,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44453.58281, ,/  /       :  :, , ,,,,F,F,,,
8263,OPT,,149919,,AUS000419,,,1,CLARITY,2019,C2,53-16,,, , ,0,0,,,AUS,,LS,F,138,40,54,, ,, ,/  /,0,0,$120.00,8.95,9.85,8.95,9.85,8.95,9.85,8.95,9.85,0,0,0,0,0,43326,43389,43257,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,43389.61693, ,/  /       :  :, , ,,,,F,F,,,
10282,OPT,,194807,,AUS000806,,,1,CLARITY,2033,C2,53-14,,, , ,0,0,,,AUS,,LS,F,140,40,53,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,/  /,/  /,45231,45231,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
9825,OPT,,182408,,AUS000701,,,1,CLARITY,2037,C1,51-17,,, , ,0,0,,,AUS,,US,F,140,42,54,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,/  /,/  /,44767,44767,/  /,0, ,8288,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
9834,OPT,,182435,,AUS000710,,,1,CLARITY,2037,C2,51-17,,, , ,0,0,,,AUS,,MS,F,140,40,55,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,/  /,/  /,44768,44768,/  /,0, ,8288,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
9826,OPT,,182409,,AUS000702,,,1,CLARITY,2100,C03,54-17,,, , ,0,0,,,AUS,,GS,F,140,36,55,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,/  /,/  /,44767,44767,/  /,0, ,8288,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
10118,OPT,,188791,,AUS000765,,,1,CLARITY,2104,C1,51-15,,, , ,0,0,,,AUS,,GS,F,135,35,53,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,/  /,/  /,45008,45008,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
9823,OPT,,182406,,AUS000699,,,1,CLARITY,2108,C1,48-17,,, , ,0,0,,,AUS,,BS,F,135,34,48,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,44986,44988,44767,45092,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44988.45097, ,/  /       :  :, , ,,,,F,F,,,
10287,OPT,,194812,,AUS000811,,,1,CLARITY,2125,C2,52-15,,, , ,0,0,,,AUS,,LS,F,140,40,52,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,/  /,/  /,45231,45231,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
10541,OPT,,198043,,AUS000823,,,1,CLARITY,2127,C1,53-16,,, , ,0,0,,,AUS,,US,F,140,42,53,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,/  /,/  /,45509,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
10285,OPT,,194810,,AUS000809,,,1,CLARITY,2127,C2,53-16,,, , ,0,0,,,AUS,,US,F,140,42,53,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,/  /,45419,45231,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45419.56498, ,/  /       :  :, , ,,,,F,F,,,
10286,OPT,,194811,,AUS000810,,,1,CLARITY,2129,C3,54-17,,, , ,0,0,,,AUS,,MS,F,145,40,57,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,/  /,/  /,45231,45231,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
10288,OPT,,194813,,AUS000812,,,1,CLARITY,2130,C2,56-18,,, , ,0,0,,,AUS,,MS,F,145,40,57,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,/  /,/  /,45231,45231,/  /,0, ,13001,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,/  /       :  :, ,/  /       :  :, , ,,,,F,F,,,
8356,OPT,,151346,,AUS000444,,,1,CLARITY,4629,C3,52-18,,, , ,0,0,,,AUS,,MM,F,135,33,53,, ,, ,/  /,0,0,$120.00,8.95,9.85,8.95,9.85,8.95,9.85,8.95,9.85,0,0,0,0,0,/  /,43592,43332,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,43592.60433, ,/  /       :  :, , ,,,,F,F,,,
8279,OPT,,149946,,AUS000437,,,1,CLARITY,4641,C2,52-17,,, , ,0,0,,,AUS,,LM,F,138,31,52,, ,, ,/  /,0,0,$120.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,43719,44757,43259,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44757.36294, ,/  /       :  :, , ,,,,F,F,,,
8707,OPT,,155563,,AUS000533,,,1,CLARITY,4651,C1,50-19,,, , ,0,0,,,AUS,,LM,F,140,44,49,, ,, ,/  /,0,0,$120.00,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,44656,45370,43528,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45370.56569, ,/  /       :  :, , ,,,,F,F,,,
8708,OPT,,155575,,AUS000534,,,2,CLARITY,4651,C2,50-19,,, , ,0,0,,,AUS,,LM,F,140,44,49,, ,, ,/  /,0,0,$149.00,10.75,11.83,10.75,11.83,10.75,11.83,10.75,11.83,3,0,0,0,0,44700,44901,43528,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44901.3926, ,/  /       :  :, , ,,,,F,F,,,
9224,OPT,,168029,,AUS000647,,,2,CLARITY,4651,C3,50-19,,, , ,0,0,,,AUS,,LM,F,140,44,50,, ,, ,/  /,0,0,$149.00,12.15,13.37,12.15,13.37,12.15,13.37,12.15,13.37,0,0,0,0,0,44650,44987,44119,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44987.59567, ,/  /       :  :, , ,,,,F,F,,,
7962,OPT,,146749,,AUS000287,,,1,CLARITY,4661,C2,53-18,,, , ,0,0,,,AUS,,LM,F,135,30,54,, ,, ,/  /,0,0,$120.00,8.75,9.63,8.75,9.63,8.75,9.63,8.75,9.63,0,0,0,0,0,/  /,45063,42997,45197,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45063.61689, ,/  /       :  :, , ,,,,F,F,,,
6626,OPT,,122162,,AUS000080,,,1,CLARITY,4670,C2,55-18,,, , ,0,0,,,AUS,,MM,F,140,33,57,, ,, ,/  /,0,0,$120.00,10,11,10,11,10,11,10,11,0,0,0,0,0,43647,44853,41821,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44853.59076, ,/  /       :  :, , ,,,,F,F,,,
6623,OPT,,122159,,AUS000077,,,1,CLARITY,4670,C3,55-18,,, , ,0,0,,,AUS,,MM,F,140,33,57,, ,, ,/  /,0,0,$120.00,10.75,11.83,10.75,11.83,10.75,11.83,10.75,11.83,0,0,0,0,0,44951,45372,41821,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45372.59347, ,/  /       :  :, , ,,,,F,F,,,
7556,OPT,,141009,,AUS000235,,,1,CLARITY,4673,C2,49-20,,, , ,0,0,,,AUS,,MM,F,140,27,50,, ,, ,/  /,0,0,$149.00,9.75,10.73,9.75,10.73,9.75,10.73,9.75,10.73,0,0,0,0,0,/  /,42660,42605,44775,/  /,0, ,1399684,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,42660.59208, ,/  /       :  :, , ,,,,F,F,,,
7757,OPT,,143927,,AUS000241,,,1,CLARITY,4705,C1,50-20,,, , ,0,0,,,AUS,,UM,F,140,40,50,, ,, ,/  /,0,0,$149.00,10.75,11.83,10.75,11.83,10.75,11.83,10.75,11.83,0,0,0,0,0,44802,44967,42793,45049,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44967.50888, ,/  /       :  :, , ,,,,F,F,,,
7763,OPT,,143934,,AUS000247,,,1,CLARITY,4707,C3,54-17,,, , ,0,0,,,AUS,,MM,F,138,34,55,, ,, ,/  /,0,0,$120.00,8.95,9.85,8.95,9.85,8.95,9.85,8.95,9.85,0,0,0,0,0,44481,45112,42793,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45112.58943, ,/  /       :  :, , ,,,,F,F,,,
8834,OPT,,159423,,AUS000546,,,1,CLARITY,4711,C1,53-18,,, , ,0,0,,,AUS,,MM,F,140,32,56,, ,, ,/  /,0,0,$149.00,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,/  /,44231,43692,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,44231.57046, ,/  /       :  :, , ,,,,F,F,,,
8860,OPT,,159561,,AUS000572,,,1,CLARITY,4713,C3,51-17,,, , ,0,0,,,AUS,,MM,F,140,32,54,, ,, ,/  /,0,0,$120.00,9.5,10.45,9.5,10.45,9.5,10.45,9.5,10.45,0,0,0,0,0,43717,45216,43697,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45216.66992, ,/  /       :  :, , ,,,,F,F,,,
7970,OPT,,146757,,AUS000295,,,1,CLARITY,4713,C5,51-17,,, , ,0,0,,,AUS,,MM,F,140,32,54,, ,, ,/  /,0,0,$149.00,8.95,9.85,8.95,9.85,8.95,9.85,8.95,9.85,0,0,0,0,0,44775,45218,42997,45796,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,45218.47118, ,/  /       :  :, , ,,,,F,F,,,
7971,OPT,,146758,,AUS000296,,,1,CLARITY,4713,C6,51-17,,, , ,0,0,,,AUS,,MM,F,140,32,54,, ,, ,/  /,0,0,$149.00,10,11,8.75,9.63,8.75,9.63,8.75,9.63,0,0,0,0,0,43224,43641,42997,45509,/  /,0, ,,0,10,PO,,0,0,,,,,/  /,/  /,/  /,F,,,,,,,F,0,0,0,0,0, , , ,F,/  /,,43641.6701, ,/  /       :  :, , ,,,,F,F,,,
